-11.16773084,3.971455644,-0.890981108
0.532869627,-1.955382922,-2.405152851
1.654894745,3.442261149,2.120416095
-8.040634393,4.926995842,2.728646818
-2.150685212,-1.570671922,-0.693233559
-2.507304849,-4.871289768,-1.583159521
-6.910445805,-2.882365825,-8.018667751
0.770071349,1.346069331,2.230215365
-12.06710391,0.51109521,-7.30701891
-2.204761683,0.157042079,-0.859283426
-1.355605198,-3.05966585,0.801854938
6.887766256,-3.462621866,2.027714076
0.234018838,-0.568054524,-0.604348877
3.361110107,-1.244707901,-0.972641159
0.703558406,5.673305495,4.816728796
-4.517790609,0.731464978,0.063657416
-0.651525067,-0.632037802,-0.237916309
-5.480087493,-6.975814468,-7.700094013
-0.517748476,-2.041826012,-2.736521534
2.645100131,-2.792119811,2.435959487
4.79393619,-0.914263806,-2.124442723
4.027358974,2.534400843,6.43461695
2.504831944,-6.566385523,-3.311338399
-1.515561306,-0.887024334,-1.344642563
2.196396349,-0.58378699,5.169310007
1.157671115,3.548760361,1.206981509
8.994500574,0.465139565,2.317412076
4.225789734,2.136623098,3.860751982
-8.090835232,-4.208573706,-0.495067469
6.899699961,2.59761138,-1.088459967
-1.155448757,1.402828996,2.984193474
0.602613125,-0.92785335,0.097678338
4.739107601,-0.716903323,0.641226573
1.696789161,-0.803310229,-0.251536087
3.628922407,-1.110629864,-0.592408265
2.767637392,0.300173067,1.017106515
-9.400750014,1.284359806,-2.312956978
2.589289333,1.609396661,1.507258479
2.449841444,-1.855634537,0.926328843
5.093912445,-2.364271422,-2.049399555
2.656005807,-0.085874757,2.785767411
8.921337947,-0.367973735,-0.679024439
13.51437124,8.576668489,1.123538536
-6.613588963,-1.168906968,-7.870978344
-13.37095666,1.828504492,-11.93389077
0.964251759,2.263474371,-0.381860477
-9.311759692,1.863935938,-13.8077037
7.476799995,7.136976301,-3.647358228
-4.902042119,2.962029451,-3.340540546
-2.104722963,-4.653331155,-7.684848778
-3.313138571,-3.867132048,-5.353284472
-14.39748649,-10.00249079,-18.17393303
-7.853064601,-1.287519757,1.16754669
-5.237978841,4.212701009,-2.347668376
1.274046783,-8.579424478,-3.770866918
-5.517120218,-19.69324781,-20.91891867
